#{"t_start": 1788158506.6490166, "env_id": null}
r,l,t
334.25107,100,3574.267908
354.90994,100,3574.267917
345.32675,100,3596.997805
344.27985,100,3596.997879
340.8519,100,3596.997891
350.27576,100,3596.9979
355.19153,100,3596.99791
358.15622,100,3596.99792
265.48703,100,3596.997928
377.0196,100,3596.997936
374.6855,100,3610.435865
322.89835,100,3610.435943
339.837,100,3610.435955
307.33746,100,3610.435964
352.1852,100,3610.435973
333.04416,100,3610.435982
340.54498,100,3610.435991
328.5514,100,3610.436
348.7826,100,3632.914877
351.63928,100,3632.914957
334.70782,100,3632.914972
323.70316,100,3632.914982
315.55374,100,3632.914991
342.77744,100,3632.915
352.31436,100,3632.915009
346.0907,100,3632.915018
359.17978,100,3645.9284
364.81732,100,3645.928483
362.1532,100,3645.928499
349.90323,100,3645.928508
381.82462,100,3645.928517
362.8864,100,3645.928525
346.80127,100,3645.928534
390.9416,100,3645.928542
377.55173,100,3668.957994
361.10458,100,3668.958068
357.17197,100,3668.958081
356.39774,100,3668.958089
312.3217,100,3668.958098
341.8309,100,3668.958106
366.32764,100,3668.958115
318.9606,100,3668.958123
327.8377,100,3693.311759
367.61392,100,3693.311837
368.24673,100,3693.31185
374.4676,100,3693.311859
355.84354,100,3693.311868
394.30988,100,3693.311877
371.31262,100,3693.311886
347.1165,100,3693.311894
363.25623,100,3706.036126
353.87805,100,3706.036205
357.06934,100,3706.036218
358.87476,100,3706.036227
324.77777,100,3706.036237
345.07642,100,3706.036245
356.68936,100,3706.036254
347.04803,100,3706.036263
362.54,100,3728.85751
335.46637,100,3728.857589
338.76364,100,3728.857602
342.0292,100,3728.857612
350.12155,100,3728.85762
360.01392,100,3728.857629
309.96817,100,3728.857638
371.9872,100,3728.857646
382.12097,100,3743.184587
352.50806,100,3743.184659
345.90106,100,3743.184672
336.04068,100,3743.184681
326.54913,100,3743.18469
371.29492,100,3743.184699
364.3523,100,3743.184708
376.28738,100,3743.184716
348.78912,100,3765.968717
366.21683,100,3765.968815
367.41452,100,3765.968836
348.15408,100,3765.968852
364.93246,100,3765.968867
347.64658,100,3765.968881
361.23193,100,3765.968896
345.90582,100,3765.96891
316.92587,100,3779.239964
324.22156,100,3779.240056
326.17966,100,3779.240078
355.06808,100,3779.240095
265.99774,100,3779.240112
377.44684,100,3779.240128
367.27948,100,3779.240144
333.77255,100,3779.240159
349.32196,100,3803.062207
382.50296,100,3803.062282
361.40787,100,3803.062295
381.29114,100,3803.062305
382.36102,100,3803.062314
339.72925,100,3803.062323
362.62057,100,3803.062332
377.5608,100,3803.062341
361.40866,100,3816.209505
365.93652,100,3816.209596
371.76492,100,3816.20962
368.54306,100,3816.209639
307.9109,100,3816.209656
355.10272,100,3816.209673
324.89423,100,3816.20969
388.9398,100,3816.209707
366.53757,100,3838.842689
370.94623,100,3838.84278
311.72568,100,3838.842803
366.33963,100,3838.842821
209.73738,100,3838.842836
366.32965,100,3838.842852
310.31445,100,3838.842868
328.19855,100,3838.842883
381.74667,100,3861.629158
379.49838,100,3861.629238
325.34,100,3861.629251
376.03644,100,3861.629261
290.93488,100,3861.629269
351.43753,100,3861.629278
336.22705,100,3861.629287
371.20746,100,3861.629295
358.18396,100,3874.827528
377.3474,100,3874.827602
356.4232,100,3874.827613
310.4107,100,3874.827623
345.43314,100,3874.827631
377.0179,100,3874.82764
344.72855,100,3874.827648
334.7798,100,3874.827657
336.3681,100,3897.925793
500.66147,100,3897.925868
340.05865,100,3897.925881
361.9528,100,3897.925891
323.50885,100,3897.9259
349.54657,100,3897.925909
379.767,100,3897.925918
361.19205,100,3897.925927
347.01736,100,3912.904651
366.54178,100,3912.904728
349.9502,100,3912.904741
368.61926,100,3912.90475
384.45316,100,3912.904758
345.57812,100,3912.904767
346.7924,100,3912.904775
326.82852,100,3912.904783
331.65622,100,3936.155506
381.79095,100,3936.155598
377.37335,100,3936.155624
375.78494,100,3936.155641
382.62082,100,3936.155656
358.02795,100,3936.155672
322.97626,100,3936.155687
370.3509,100,3936.155703
346.9899,100,3949.285679
343.38284,100,3949.285741
355.7503,100,3949.285753
332.34467,100,3949.285761
342.92413,100,3949.285769
376.34564,100,3949.285777
376.28568,100,3949.285786
348.92786,100,3949.285794
367.76797,100,3972.287194
339.33658,100,3972.28727
375.04755,100,3972.287283
346.28812,100,3972.287293
347.38434,100,3972.287301
300.06488,100,3972.287309
380.5219,100,3972.287318
350.58908,100,3972.287327
347.96487,100,3995.093174
367.62567,100,3995.093261
270.86996,100,3995.093274
370.63913,100,3995.093283
309.56995,100,3995.093292
331.87018,100,3995.093301
369.1766,100,3995.09331
364.823,100,3995.093319
357.03546,100,4008.588626
337.54266,100,4008.588716
342.95502,100,4008.588738
341.8292,100,4008.588755
348.84378,100,4008.588772
341.1259,100,4008.588789
317.75345,100,4008.588804
381.63715,100,4008.58882
371.4521,100,4031.501954
337.94702,100,4031.502026
382.36148,100,4031.502038
355.8208,100,4031.502048
341.40356,100,4031.502057
358.3865,100,4031.502065
367.80637,100,4031.502074
366.13284,100,4031.502083
361.86676,100,4044.599903
335.3731,100,4044.599988
371.72583,100,4044.600005
348.72903,100,4044.600018
365.33594,100,4044.60003
358.65115,100,4044.600042
346.63663,100,4044.600054
346.113,100,4044.600065
336.57407,100,4067.642673
386.37708,100,4067.64277
351.0003,100,4067.642784
325.08917,100,4067.642794
322.8011,100,4067.642804
335.59818,100,4067.642813
351.22263,100,4067.642822
371.24,100,4067.642832
344.2863,100,4081.196399
345.76276,100,4081.196502
360.2102,100,4081.196526
369.26462,100,4081.196544
325.62427,100,4081.196561
351.57468,100,4081.196577
374.139,100,4081.196593
333.37628,100,4081.196609
319.66028,100,4103.776946
342.2875,100,4103.777024
387.23602,100,4103.777036
359.21152,100,4103.777046
356.34418,100,4103.777055
382.2794,100,4103.777063
373.6468,100,4103.777072
334.53665,100,4103.77708
358.9521,100,4117.042559
380.50183,100,4117.042636
326.48755,100,4117.042648
372.44153,100,4117.042657
370.10706,100,4117.042665
359.25876,100,4117.042674
390.63602,100,4117.042682
363.59183,100,4117.042691
360.62463,100,4139.89567
326.4493,100,4139.895746
368.78815,100,4139.895759
362.50006,100,4139.895768
327.6085,100,4139.895777
